CATALOG	SCIENCE	OC_CONTRY	COL_DATE	INFO	LENGTH	A_LENGTH	WEIGHT	INCREMENT	CRNO	STATION	LATITUDE	LONGITUDE	
M00540	Ejaponicus	I-LanBay	2000/4/30	EJ0004070	11.09	11.09	0.0025	7	672T	C2	024.50	121.51	
M00541	Ejaponicus	I-LanBay	2000/4/30	EJ0004071	12.28	12.28	0.0029	8	672T	C2	024.50	121.51	
M00542	Ejaponicus	I-LanBay	2000/4/30	EJ0004072	17.21	17.21	0.0099	14	672T	C2	024.50	121.51	
M00543	Ejaponicus	NE	2000/4/30	EJ0004073	12.36	12.36	0.0043	12	672T	021	025.22	121.58	
M00544	Ejaponicus	NE	2000/4/30	EJ0004074	14.70	14.70	0.0053	13	672T	021	025.22	121.58	
M00545	Ejaponicus	NE	2000/4/30	EJ0004075	12.93	12.93	0.0033	9	672T	021	025.22	121.58	
M00546	Ejaponicus	NE	2000/4/30	EJ0004076	11.01	11.01	0.0022	8	672T	021	025.22	121.58	
M00547	Ejaponicus	NE	2000/4/30	EJ0004077	12.18	12.18	0.0028	8	672T	021	025.22	121.58	
M00548	Ejaponicus	NE	2000/4/30	EJ0004078	12.52	12.52	0.0028	9	672T	021	025.22	121.58	
M00549	Ejaponicus	NE	2000/4/30	EJ0004079	11.05	11.05	0.0023	11	672T	021	025.22	121.58	
M00550	Ejaponicus	NE	2000/4/30	EJ0004080	13.17	13.17	0.0026	9	672T	021	025.22	121.58	
M00551	Ejaponicus	NE	2000/4/30	EJ0004081	12.64	12.64	0.0038	11	672T	021	025.22	121.58	
M00552	Ejaponicus	NE	2000/4/30	EJ0004082	12.57	12.57	0.0020	10	672T	021	025.22	121.58	
M00553	Ejaponicus	NE	2000/4/30	EJ0004083	15.11	15.11	0.0053	11	672T	021	025.22	121.58	
M00554	Ejaponicus	NE	2000/4/30	EJ0004084	14.29	14.29	0.0043	10	672T	021	025.22	121.58	
M00555	Ejaponicus	NE	2000/4/30	EJ0004085	14.57	14.57	0.0041	10	672T	021	025.22	121.58	
M00556	Ejaponicus	NE	2000/4/30	EJ0004086	14.21	14.21	0.0048	11	672T	021	025.22	121.58	
M00557	Ejaponicus	NE	2000/4/30	EJ0004087	13.64	13.64	0.0042	11	672T	021	025.22	121.58	
M00558	Ejaponicus	NE	2000/4/30	EJ0004088	12.24	12.24	0.0037	11	672T	021	025.22	121.58	
M00559	Ejaponicus	NE	2000/4/30	EJ0004089	13.51	13.51	0.0034	9	672T	021	025.22	121.58	
M00560	Ejaponicus	NE	2000/4/30	EJ0004090	12.83	12.83	0.0031	10	672T	021	025.22	121.58	
M00561	Ejaponicus	NE	2000/4/30	EJ0004091	13.23	13.23	0.0035	9	672T	021	025.22	121.58	
M00562	Ejaponicus	NE	2000/4/30	EJ0004092	12.92	12.92	0.0033	10	672T	021	025.22	121.58	
M00563	Ejaponicus	NE	2000/4/30	EJ0004093	13.01	13.01	0.0035	9	672T	021	025.22	121.58	
M00564	Ejaponicus	NE	2000/4/30	EJ0004094	13.10	13.10	0.0042	11	672T	021	025.22	121.58	
M00565	Ejaponicus	NE	2000/4/30	EJ0004095	11.99	11.99	0.0025	9	672T	021	025.22	121.58	
M00566	Ejaponicus	NE	2000/4/30	EJ0004096	13.17	13.17	0.0038	10	672T	021	025.22	121.58	
M00567	Ejaponicus	NE	2000/4/30	EJ0004097	13.35	13.35	0.0058	13	672T	021	025.22	121.58	
M00568	Ejaponicus	NE	2000/4/30	EJ0004098	12.89	12.89	0.0020	9	672T	021	025.22	121.58	
M00569	Ejaponicus	NE	2000/4/30	EJ0004099	12.41	12.41	0.0028	7	672T	021	025.22	121.58	
M00570	Ejaponicus	NE	2000/4/30	EJ0004100	11.37	11.37	0.0025	9	672T	021	025.22	121.58	
M00571	Ejaponicus	NE	2000/4/30	EJ0004101	12.48	12.48	0.0033	9	672T	021	025.22	121.58	
M00572	Ejaponicus	NE	2000/4/30	EJ0004102	12.22	12.22	0.0016	9	672T	021	025.22	121.58	
M00573	Ejaponicus	NE	2000/4/30	EJ0004103	13.71	13.71	0.0035	9	672T	021	025.22	121.58	
M00574	Ejaponicus	NE	2000/4/30	EJ0004104	12.86	12.86	0.0034	8	672T	021	025.22	121.58	
M00575	Ejaponicus	NE	2000/4/30	EJ0004105	12.39	12.39	0.0026	8	672T	021	025.22	121.58	
M00576	Ejaponicus	NE	2000/4/30	EJ0004106	11.14	11.14	0.0022	9	672T	021	025.22	121.58	
M00577	Ejaponicus	NE	2000/4/30	EJ0004107	13.07	13.07	0.0033	10	672T	021	025.22	121.58	
M00578	Ejaponicus	NE	2000/4/30	EJ0004108	13.47	13.47	0.0022	10	672T	022	025.22	122.04	
M00579	Ejaponicus	NE	2000/4/30	EJ0004109	13.69	13.69	0.0023	9	672T	022	025.22	122.04	
M00580	Ejaponicus	NE	2000/4/30	EJ0004110	12.60	12.60	0.0018	9	672T	022	025.22	122.04	
M00694	Ejaponicus	Kenfong	1998/5/4	EJ9805061	19.74	18.68	0.0254	19	9805	A	024.45	121.53	
M00695	Ejaponicus	Kenfong	1998/5/4	EJ9805062	16.45	15.44	0.0144	16	9805	A	024.45	121.53	
M00696	Ejaponicus	Kenfong	1998/5/4	EJ9805063	16.58	15.54	0.0194	15	9805	A	024.45	121.53	
